ketinggian_air,debit_air,curah_hujan,status,created_at
3.35,72.45,41.43,Waspada,2026-06-02 12:53:50
3.38,73.82,39.63,Waspada,2026-06-02 12:54:05
3.42,73.48,43.51,Waspada,2026-06-02 12:54:20
3.33,75.31,42.04,Waspada,2026-06-02 12:54:35
3.25,72.48,41.74,Waspada,2026-06-02 12:54:50
3.67,81.74,43.04,Waspada,2026-06-02 12:55:05
3.49,78.57,40.49,Waspada,2026-06-02 12:55:20
3.58,79.48,46.33,Waspada,2026-06-02 12:55:35
3.1,68.63,40.68,Waspada,2026-06-02 12:55:50
3.32,75.55,37.82,Waspada,2026-06-02 12:56:05
3.33,74.7,39.44,Waspada,2026-06-02 12:56:20
3.33,74.36,37.15,Waspada,2026-06-02 12:56:35
3.19,70.52,41.74,Waspada,2026-06-02 12:56:50
3.28,71.94,36.93,Waspada,2026-06-02 12:57:05
3.32,71.82,41.63,Waspada,2026-06-02 12:57:20
3.29,71.14,42.49,Waspada,2026-06-02 12:57:35
3.55,79.28,40.56,Waspada,2026-06-02 12:57:50
2.97,63.3,34.95,Aman,2026-06-02 12:58:05
2.84,62.52,35.73,Aman,2026-06-02 12:58:20
2.97,66.03,36.36,Aman,2026-06-02 12:58:35
3.02,64.13,38.07,Waspada,2026-06-02 12:58:50
3.09,69.1,39.67,Waspada,2026-06-02 12:59:05
2.97,66.85,38.48,Aman,2026-06-02 12:59:20
3.28,72.79,42.11,Waspada,2026-06-02 12:59:35
3.1,70.29,35.02,Waspada,2026-06-02 12:59:50
3.22,73.11,37.39,Waspada,2026-06-02 13:00:05
3.31,72.9,41.92,Waspada,2026-06-02 13:00:20
3.49,74.38,41.86,Waspada,2026-06-02 13:00:35
3.44,75.22,40.73,Waspada,2026-06-02 13:00:50
3.61,77.77,39.7,Waspada,2026-06-02 13:01:05
3.22,68.46,40.29,Waspada,2026-06-02 13:01:20
3.37,73.14,36.46,Waspada,2026-06-02 13:01:35
3.46,74.96,39.14,Waspada,2026-06-02 13:01:50
3.29,72.64,36.33,Waspada,2026-06-02 13:02:05
3.31,75.19,42.18,Waspada,2026-06-02 13:02:20
3.3,71.55,41.12,Waspada,2026-06-02 13:02:47
3.36,72.01,39.46,Waspada,2026-06-02 13:03:02
4.23,94.17,48.07,Siaga,2026-06-02 13:03:17
4.01,88.56,46.05,Siaga,2026-06-02 13:03:32
3.86,82.69,48.67,Waspada,2026-06-02 13:03:47
3.47,77.01,42.92,Waspada,2026-06-02 13:04:02
3.3,72.49,37.94,Waspada,2026-06-02 13:04:17
4.12,92.82,52.55,Siaga,2026-06-02 13:04:32
3.9,86.69,50.73,Waspada,2026-06-02 13:04:47
3.77,83.51,42.29,Waspada,2026-06-02 13:05:02
3.51,78.23,40.65,Waspada,2026-06-02 13:05:17
3.27,71.31,40.1,Waspada,2026-06-02 13:05:32
3.17,69.34,39.69,Waspada,2026-06-02 13:05:47
2.99,66.65,39.62,Aman,2026-06-02 13:06:02
3,65.45,33.7,Waspada,2026-06-02 13:06:17
3.06,68.66,33.96,Waspada,2026-06-02 13:06:32
3.18,71.66,36.95,Waspada,2026-06-02 13:06:47
3.15,66.86,38.85,Waspada,2026-06-02 13:07:02
3.17,71.52,39.26,Waspada,2026-06-02 13:07:17
3.15,67.54,39.25,Waspada,2026-06-02 13:07:32
3.54,77.77,46.2,Waspada,2026-06-02 13:07:47
2.99,67.17,35.33,Aman,2026-06-02 13:08:02
3.11,66.88,36.06,Waspada,2026-06-02 13:08:17
3.12,68.59,40.4,Waspada,2026-06-02 13:08:52
3.09,68.33,33.29,Waspada,2026-06-02 13:09:07
3.11,69,40.41,Waspada,2026-06-02 13:09:22
3.28,71.5,39.1,Waspada,2026-06-02 13:09:37
3.2,68.46,35.66,Waspada,2026-06-02 13:09:52
4,87.44,49.81,Siaga,2026-06-02 13:10:07
4.23,95.38,54.61,Siaga,2026-06-02 13:10:22
3.8,82.76,48.21,Waspada,2026-06-02 13:10:37
3.42,75.1,40.26,Waspada,2026-06-02 13:10:52
3.59,78.6,39.73,Waspada,2026-06-02 13:11:07
3.06,68.48,37.78,Waspada,2026-06-02 13:11:22
3.09,67.63,40.18,Waspada,2026-06-02 13:11:37
3.25,71.64,36.13,Waspada,2026-06-02 13:11:52
3.43,75.58,40.74,Waspada,2026-06-02 13:12:07
3.88,84.22,48.93,Waspada,2026-06-02 13:12:22
3.56,80.32,41.53,Waspada,2026-06-02 13:12:37
3.41,75.24,43.72,Waspada,2026-06-02 13:12:52
3.37,72.93,42.33,Waspada,2026-06-02 13:13:07
3.41,75.16,44.01,Waspada,2026-06-02 13:13:22
3.51,77.68,44.02,Waspada,2026-06-02 13:13:37
3.02,64.72,38.92,Waspada,2026-06-02 13:13:52
3.14,67.76,41.13,Waspada,2026-06-02 13:14:07
2.98,67.54,35.71,Aman,2026-06-02 13:14:22
2.88,63.91,31.42,Aman,2026-06-02 13:14:37
3.05,69.56,36.64,Waspada,2026-06-02 13:14:52
3.04,67.06,39.26,Waspada,2026-06-02 13:15:07
3.05,67.68,40.48,Waspada,2026-06-02 13:15:22
3.18,68.81,41.53,Waspada,2026-06-02 13:15:37
3.26,70.67,41.81,Waspada,2026-06-02 13:15:52
3.45,76.08,44.28,Waspada,2026-06-02 13:16:07
3.55,78.83,38.82,Waspada,2026-06-02 13:16:22
3.03,67.9,37.13,Waspada,2026-06-02 13:16:37
3,63.59,35.15,Waspada,2026-06-02 13:16:52
3.01,68.61,38.1,Waspada,2026-06-02 13:17:07
3.03,64.69,39.14,Waspada,2026-06-02 13:17:22
2.83,61.14,37.75,Aman,2026-06-02 13:17:37
3.64,80.49,43.66,Waspada,2026-06-02 13:17:52
3.41,73.84,40.26,Waspada,2026-06-02 13:18:07
3.37,74.94,42.28,Waspada,2026-06-02 13:18:22
3.43,75.81,39.04,Waspada,2026-06-02 13:18:37
3.29,72.31,42.1,Waspada,2026-06-02 13:18:52
3.57,76.13,40.89,Waspada,2026-06-02 13:19:07
3.23,71.01,42.3,Waspada,2026-06-02 13:19:22
3.43,73.32,44.37,Waspada,2026-06-02 13:19:37
3.38,76,43.29,Waspada,2026-06-02 13:19:52
3.18,69.3,38.88,Waspada,2026-06-02 13:20:07
3.04,66.28,34.3,Waspada,2026-06-02 13:20:22
2.94,62.21,34.43,Aman,2026-06-02 13:20:37
3.07,69.15,39.41,Waspada,2026-06-02 13:20:53
3.25,71.76,35.12,Waspada,2026-06-02 13:21:08
3.4,77.08,38.37,Waspada,2026-06-02 13:21:23
3.36,72.06,41.75,Waspada,2026-06-02 13:21:38
3.54,79.54,40.08,Waspada,2026-06-02 13:21:53
3.02,67.69,33.82,Waspada,2026-06-02 13:22:08
3.54,77.74,45.23,Waspada,2026-06-02 13:22:23
2.97,67.17,37.55,Aman,2026-06-02 13:22:38
3.13,67.93,35.21,Waspada,2026-06-02 13:22:53
3.49,77.34,38.39,Waspada,2026-06-02 13:23:08
3.84,86.34,45.01,Waspada,2026-06-02 13:23:23
3.25,73.27,42.84,Waspada,2026-06-02 13:23:38
3.11,68.61,37.75,Waspada,2026-06-02 13:23:53
3.15,66.96,34.74,Waspada,2026-06-02 13:24:08
3.06,66.01,37.4,Waspada,2026-06-02 13:24:23
3.24,72.76,36.06,Waspada,2026-06-02 13:24:38
3.22,69.31,40.49,Waspada,2026-06-02 13:24:53
3.28,71.34,40.44,Waspada,2026-06-02 13:25:08
3.44,73.2,40.82,Waspada,2026-06-02 13:25:23
3.26,73.11,37.76,Waspada,2026-06-02 13:25:38
3.41,74.62,44.34,Waspada,2026-06-02 13:25:53
3.34,75.45,37.69,Waspada,2026-06-02 13:26:08
3.42,75.94,41.9,Waspada,2026-06-02 13:26:23
3.36,71.66,43.65,Waspada,2026-06-02 13:26:38
3.47,76.6,38.18,Waspada,2026-06-02 13:26:53
3.77,84.91,49.13,Waspada,2026-06-02 13:27:08
3.47,77.14,41.51,Waspada,2026-06-02 13:27:23
3.4,72.68,37.43,Waspada,2026-06-02 13:27:38
3.23,72.39,42.05,Waspada,2026-06-02 13:27:53
3.3,74.59,39.42,Waspada,2026-06-02 13:28:08
3.47,77.08,38.73,Waspada,2026-06-02 13:28:23
3.36,75.44,36.45,Waspada,2026-06-02 13:28:38
3.54,78.15,41.62,Waspada,2026-06-02 13:28:53
3.31,72.27,42.23,Waspada,2026-06-02 13:29:08
3.2,70.37,41.24,Waspada,2026-06-02 13:29:23
3.2,69.46,42.13,Waspada,2026-06-02 13:29:38
3.46,76,42.26,Waspada,2026-06-02 13:29:53
3.5,77.71,39.86,Waspada,2026-06-02 13:30:08
3.6,81.71,45.77,Waspada,2026-06-02 13:30:23
3.44,77.39,40.42,Waspada,2026-06-02 13:30:38
3.47,74.12,42.2,Waspada,2026-06-02 13:30:53
3.34,72.32,39.98,Waspada,2026-06-02 13:31:08
3.39,75.21,38.11,Waspada,2026-06-02 13:31:23
3.61,79.74,47.03,Waspada,2026-06-02 13:31:38
3.27,72.69,42.88,Waspada,2026-06-02 13:31:53
3.32,74.95,41.87,Waspada,2026-06-02 13:32:08
3.3,72.84,40.54,Waspada,2026-06-02 13:32:23
3.3,73.82,39.73,Waspada,2026-06-02 13:32:38
3.33,74.14,42.38,Waspada,2026-06-02 13:32:53
3.16,70.04,38.18,Waspada,2026-06-02 13:33:08
3.57,79.09,41.72,Waspada,2026-06-02 13:33:23
3.22,71.25,38.05,Waspada,2026-06-02 13:33:38
3.07,69.24,34.32,Waspada,2026-06-02 13:33:53
3.1,66.89,37.68,Waspada,2026-06-02 13:34:08
3.16,69.35,41.71,Waspada,2026-06-02 13:34:23
3.17,71.03,40.6,Waspada,2026-06-02 13:34:38
3.03,66.72,38.54,Waspada,2026-06-02 13:34:53
2.92,64.32,31.51,Aman,2026-06-02 13:35:08
2.88,62.12,31.49,Aman,2026-06-02 13:35:23
2.81,59.86,37.33,Aman,2026-06-02 13:35:38
2.82,64,30.07,Aman,2026-06-02 13:35:53
2.8,59.67,31.44,Aman,2026-06-02 13:36:08
2.84,63.38,31.95,Aman,2026-06-02 13:36:23
2.76,58.22,36.85,Aman,2026-06-02 13:36:38
2.65,57.83,34.86,Aman,2026-06-02 13:36:53
2.78,62.86,34.75,Aman,2026-06-02 13:37:08
2.86,62.77,35.12,Aman,2026-06-02 13:37:23
3.7,82.76,43.25,Waspada,2026-06-02 13:37:38
3.52,77.52,41.83,Waspada,2026-06-02 13:37:53
3.09,68.25,36.78,Waspada,2026-06-02 13:38:08
3.09,66.66,35.82,Waspada,2026-06-02 13:38:23
2.97,67.73,36.03,Aman,2026-06-02 13:38:38
3.16,67.61,41.69,Waspada,2026-06-02 13:38:53
3.1,67.79,33.52,Waspada,2026-06-02 13:39:08
3.05,65.75,39.48,Waspada,2026-06-02 13:39:23
3.24,72.27,35.78,Waspada,2026-06-02 13:39:38
3.21,68.39,37.86,Waspada,2026-06-02 13:39:53
3.09,66.86,39.37,Waspada,2026-06-02 13:40:08
2.9,65.42,33.46,Aman,2026-06-02 13:40:23
3.05,67.58,35.87,Waspada,2026-06-02 13:40:38
3.63,80.31,42.62,Waspada,2026-06-02 13:40:53
3.19,70.43,38.82,Waspada,2026-06-02 13:41:08
3.19,70.08,42.25,Waspada,2026-06-02 13:41:23
3.99,86.02,51.49,Waspada,2026-06-02 13:41:38
3.62,81.97,39.99,Waspada,2026-06-02 13:41:53
3.63,82.11,44.79,Waspada,2026-06-02 13:42:08
3.38,75,39.84,Waspada,2026-06-02 13:42:23
3.28,74.02,39.47,Waspada,2026-06-02 13:42:38
3.1,67.81,35.42,Waspada,2026-06-02 13:42:53
2.92,63.08,33.83,Aman,2026-06-02 13:43:08
2.93,66.86,34.16,Aman,2026-06-02 13:43:23
2.83,64.15,31.24,Aman,2026-06-02 13:43:38
3.01,67.3,34.07,Waspada,2026-06-02 13:43:53
2.94,65.07,33.39,Aman,2026-06-02 13:44:08
3.04,68.98,35.48,Waspada,2026-06-02 13:44:23
2.88,61.08,34.77,Aman,2026-06-02 13:44:38
2.71,58.84,34.45,Aman,2026-06-02 13:44:53
2.72,57.75,30.43,Aman,2026-06-02 13:45:08
2.57,54.95,34.42,Aman,2026-06-02 13:45:23
3.33,73.94,40.35,Waspada,2026-06-02 13:45:38
3.14,70.6,33.89,Waspada,2026-06-02 13:45:53
3.3,72.86,43.38,Waspada,2026-06-02 13:46:08
3.16,70.75,41.85,Waspada,2026-06-02 13:46:23
3.15,71.68,38.81,Waspada,2026-06-02 13:46:38
3.13,68.89,36.22,Waspada,2026-06-02 13:46:53
3.21,68.56,40.16,Waspada,2026-06-02 13:47:08
3.32,72.43,38.72,Waspada,2026-06-02 13:47:23
3.4,73.14,41.78,Waspada,2026-06-02 13:47:38
3.76,80.22,46.84,Waspada,2026-06-02 13:47:53
3.3,70.21,41.33,Waspada,2026-06-02 13:48:08
3.41,75.7,41.38,Waspada,2026-06-02 13:48:23
3.39,73.91,40.33,Waspada,2026-06-02 13:48:38
3.65,82.3,47.69,Waspada,2026-06-02 13:48:53
3.5,75.1,43.53,Waspada,2026-06-02 13:49:08
2.99,67.49,37.96,Aman,2026-06-02 13:49:23
3.2,70.71,35.81,Waspada,2026-06-02 13:49:38
3.35,71.63,37.26,Waspada,2026-06-02 13:49:54
3.48,74.64,45.57,Waspada,2026-06-02 13:50:09
3.36,73.5,37.29,Waspada,2026-06-02 13:50:24
3.37,72.47,37.95,Waspada,2026-06-02 13:50:39
3.34,75.65,38.09,Waspada,2026-06-02 13:50:54
4.25,93.99,47.25,Siaga,2026-06-02 13:51:09
4.07,89.54,51.37,Siaga,2026-06-02 13:51:24
4.26,93.88,50.12,Siaga,2026-06-02 13:51:39
3.81,85.61,49.49,Waspada,2026-06-02 13:51:54
3.47,77.83,43.8,Waspada,2026-06-02 13:52:09
3.65,79.3,42.07,Waspada,2026-06-02 13:52:24
3.14,69,38.64,Waspada,2026-06-02 13:52:39
3.15,69.66,40.29,Waspada,2026-06-02 13:52:54
3.3,73.22,42.27,Waspada,2026-06-02 13:53:09
3.46,77.17,41.39,Waspada,2026-06-02 13:53:24
3.63,81.89,40.63,Waspada,2026-06-02 13:53:39
3.14,68.54,34,Waspada,2026-06-02 13:53:54
3.13,67.63,36.76,Waspada,2026-06-02 13:54:09
3.03,66.99,38.07,Waspada,2026-06-02 13:54:24
3.61,80.91,41.26,Waspada,2026-06-02 13:54:39
3.39,74.12,41.86,Waspada,2026-06-02 13:54:54
3.25,72.06,42.41,Waspada,2026-06-02 13:55:09
3.43,77.82,37.94,Waspada,2026-06-02 13:55:24
3.28,70.18,38.19,Waspada,2026-06-02 13:55:39
3.64,81.57,46.35,Waspada,2026-06-02 13:55:54
3.41,77.17,37.78,Waspada,2026-06-02 13:56:09
3.47,75.44,39.94,Waspada,2026-06-02 13:56:24
3.28,73.79,36.24,Waspada,2026-06-02 13:56:39
3.24,70.33,42.24,Waspada,2026-06-02 13:56:54
3.04,66.08,38.96,Waspada,2026-06-02 13:57:09
3.22,72.75,36.7,Waspada,2026-06-02 13:57:24
